Year,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths
2020,Tennessee,Female,5-14 years,0.0,55.0,0.0,0.0
2020,Tennessee,Female,15-24 years,0.0,311.0,10.0,0.0
2020,Tennessee,Female,25-34 years,18.0,722.0,22.0,0.0
2020,Tennessee,Female,35-44 years,45.0,1206.0,71.0,0.0
2020,Tennessee,Female,45-54 years,149.0,2306.0,211.0,12.0
2020,Tennessee,Female,55-64 years,404.0,5215.0,562.0,16.0
2020,Tennessee,Female,65-74 years,741.0,8191.0,956.0,25.0
2020,Tennessee,Female,75-84 years,1032.0,10324.0,1162.0,27.0
2020,Tennessee,Female,85 years and over,1167.0,13095.0,1151.0,19.0
2021,Tennessee,Male,Under 1 year,0.0,331.0,0.0,0.0
2021,Tennessee,Male,1-4 years,0.0,67.0,0.0,0.0
2021,Tennessee,Male,5-14 years,0.0,98.0,0.0,0.0
2021,Tennessee,Male,15-24 years,30.0,846.0,21.0,0.0
2021,Tennessee,Male,25-34 years,121.0,1793.0,92.0,0.0
2021,Tennessee,Male,35-44 years,323.0,2632.0,248.0,0.0
2021,Tennessee,Male,45-54 years,840.0,4420.0,585.0,0.0
2021,Tennessee,Male,55-64 years,1462.0,8841.0,1301.0,0.0
2021,Tennessee,Male,65-74 years,1963.0,12108.0,1870.0,12.0
2021,Tennessee,Male,75-84 years,1827.0,11635.0,1763.0,15.0
2021,Tennessee,Male,85 years and over,902.0,7735.0,930.0,0.0
2021,Tennessee,Female,Under 1 year,0.0,252.0,0.0,0.0
2021,Tennessee,Female,1-4 years,0.0,59.0,0.0,0.0
2021,Tennessee,Female,5-14 years,0.0,59.0,0.0,0.0
2021,Tennessee,Female,15-24 years,23.0,341.0,16.0,0.0
2021,Tennessee,Female,25-34 years,100.0,839.0,70.0,0.0
2021,Tennessee,Female,35-44 years,254.0,1490.0,198.0,0.0
2021,Tennessee,Female,45-54 years,556.0,2840.0,458.0,0.0
2021,Tennessee,Female,55-64 years,1092.0,5960.0,972.0,0.0
2021,Tennessee,Female,65-74 years,1539.0,9314.0,1384.0,0.0
2021,Tennessee,Female,75-84 years,1417.0,11108.0,1335.0,19.0
2021,Tennessee,Female,85 years and over,1247.0,12421.0,1093.0,0.0
2022,Tennessee,Male,Under 1 year,0.0,357.0,0.0,0.0
2022,Tennessee,Male,1-4 years,0.0,87.0,0.0,0.0
2022,Tennessee,Male,5-14 years,0.0,102.0,0.0,0.0
2022,Tennessee,Male,15-24 years,15.0,848.0,16.0,0.0
2022,Tennessee,Male,25-34 years,24.0,1582.0,36.0,0.0
2022,Tennessee,Male,35-44 years,65.0,2328.0,96.0,0.0
2022,Tennessee,Male,45-54 years,239.0,3697.0,269.0,15.0
2022,Tennessee,Male,55-64 years,515.0,7720.0,600.0,25.0
2022,Tennessee,Male,65-74 years,1026.0,11060.0,1140.0,24.0
2022,Tennessee,Male,75-84 years,1107.0,11477.0,1201.0,29.0
2022,Tennessee,Female,Under 1 year,0.0,281.0,0.0,0.0
2022,Tennessee,Female,1-4 years,0.0,39.0,0.0,0.0
2022,Tennessee,Female,5-14 years,0.0,71.0,0.0,0.0
2022,Tennessee,Female,15-24 years,0.0,318.0,15.0,0.0
2022,Tennessee,Female,25-34 years,26.0,716.0,36.0,0.0
2022,Tennessee,Female,35-44 years,70.0,1222.0,94.0,0.0
2022,Tennessee,Female,45-54 years,162.0,2324.0,180.0,0.0
2022,Tennessee,Female,55-64 years,436.0,5194.0,534.0,19.0
2022,Tennessee,Female,65-74 years,805.0,8290.0,890.0,44.0
2022,Tennessee,Female,75-84 years,968.0,11125.0,1048.0,31.0
2022,Tennessee,Female,85 years and over,958.0,12292.0,934.0,33.0
2023,Tennessee,Male,Under 1 year,0.0,238.0,0.0,0.0
2023,Tennessee,Male,1-4 years,0.0,63.0,0.0,0.0
2023,Tennessee,Male,5-14 years,0.0,73.0,0.0,0.0
2023,Tennessee,Male,15-24 years,0.0,608.0,0.0,0.0
2023,Tennessee,Male,25-34 years,0.0,1056.0,18.0,0.0
2023,Tennessee,Male,35-44 years,11.0,1552.0,44.0,0.0
2023,Tennessee,Male,45-54 years,15.0,2376.0,111.0,0.0
2023,Tennessee,Male,55-64 years,81.0,4720.0,293.0,0.0
2023,Tennessee,Male,65-74 years,166.0,7101.0,560.0,11.0
2023,Tennessee,Male,75-84 years,264.0,7577.0,657.0,15.0
2023,Tennessee,Male,85 years and over,227.0,4906.0,388.0,0.0
2023,Tennessee,Female,Under 1 year,0.0,171.0,0.0,0.0
2023,Tennessee,Female,1-4 years,0.0,55.0,0.0,0.0
2023,Tennessee,Female,5-14 years,0.0,63.0,0.0,0.0
2023,Tennessee,Female,15-24 years,0.0,206.0,0.0,0.0
2023,Tennessee,Female,25-34 years,0.0,488.0,16.0,0.0
2023,Tennessee,Female,35-44 years,0.0,790.0,37.0,0.0
2023,Tennessee,Female,45-54 years,33.0,1491.0,94.0,0.0
2023,Tennessee,Female,55-64 years,57.0,3161.0,215.0,10.0
2023,Tennessee,Female,65-74 years,156.0,5586.0,456.0,10.0
2023,Tennessee,Female,75-84 years,260.0,7469.0,502.0,14.0
2020,Texas,Male,Under 1 year,0.0,1127.0,0.0,0.0
2020,Texas,Male,1-4 years,0.0,222.0,10.0,0.0
2020,Texas,Male,5-14 years,0.0,354.0,13.0,0.0
2020,Texas,Male,15-24 years,46.0,2549.0,59.0,0.0
2020,Texas,Male,25-34 years,227.0,4195.0,196.0,0.0
2020,Texas,Male,35-44 years,618.0,5745.0,496.0,10.0
2020,Texas,Male,45-54 years,1688.0,10855.0,1299.0,30.0
2020,Texas,Male,55-64 years,3429.0,22785.0,2990.0,65.0
2020,Texas,Male,65-74 years,5048.0,31382.0,4786.0,65.0
2020,Texas,Male,75-84 years,5002.0,31959.0,4856.0,71.0
2020,Texas,Male,85 years and over,3325.0,25290.0,3275.0,35.0
2020,Texas,Female,Under 1 year,0.0,891.0,0.0,0.0
2020,Texas,Female,1-4 years,0.0,176.0,0.0,0.0
2020,Texas,Female,5-14 years,0.0,245.0,0.0,0.0
2020,Texas,Female,15-24 years,31.0,858.0,29.0,0.0
2020,Texas,Female,25-34 years,126.0,1747.0,101.0,0.0
2020,Texas,Female,35-44 years,347.0,3117.0,320.0,17.0
2020,Texas,Female,45-54 years,822.0,6256.0,804.0,32.0
2020,Texas,Female,55-64 years,1925.0,14062.0,1942.0,50.0
2020,Texas,Female,65-74 years,3203.0,22507.0,3158.0,62.0
2020,Texas,Female,75-84 years,3660.0,28887.0,3626.0,56.0
2020,Texas,Female,85 years and over,4023.0,38479.0,3680.0,54.0
2021,Texas,Male,Under 1 year,0.0,1103.0,0.0,0.0
2021,Texas,Male,1-4 years,0.0,222.0,0.0,0.0
2021,Texas,Male,5-14 years,18.0,354.0,11.0,0.0
2021,Texas,Male,15-24 years,139.0,2932.0,101.0,0.0
2021,Texas,Male,25-34 years,735.0,5137.0,513.0,0.0
2021,Texas,Male,35-44 years,1802.0,7603.0,1259.0,0.0
2021,Texas,Male,45-54 years,3615.0,12853.0,2578.0,0.0
2021,Texas,Male,55-64 years,5863.0,25478.0,4550.0,20.0
2021,Texas,Male,65-74 years,7062.0,34317.0,6185.0,26.0
2021,Texas,Male,75-84 years,5726.0,32261.0,5329.0,16.0
2021,Texas,Male,85 years and over,3333.0,24407.0,3262.0,10.0
2021,Texas,Female,Under 1 year,13.0,915.0,13.0,0.0
2021,Texas,Female,1-4 years,0.0,201.0,18.0,0.0
2021,Texas,Female,5-14 years,10.0,270.0,12.0,0.0
2021,Texas,Female,15-24 years,122.0,1067.0,82.0,0.0
2021,Texas,Female,25-34 years,419.0,2076.0,292.0,0.0
2021,Texas,Female,35-44 years,983.0,4000.0,694.0,0.0
2021,Texas,Female,45-54 years,1933.0,7545.0,1468.0,0.0
2021,Texas,Female,55-64 years,3623.0,16044.0,3020.0,16.0
2021,Texas,Female,65-74 years,4944.0,25343.0,4359.0,20.0
2021,Texas,Female,75-84 years,4545.0,30390.0,4223.0,14.0
2021,Texas,Female,85 years and over,3883.0,36969.0,3401.0,17.0
2022,Texas,Male,Under 1 year,12.0,1246.0,23.0,0.0
2022,Texas,Male,1-4 years,12.0,267.0,16.0,0.0
2022,Texas,Male,5-14 years,0.0,395.0,19.0,0.0
2022,Texas,Male,15-24 years,27.0,2742.0,37.0,0.0
2022,Texas,Male,25-34 years,160.0,4607.0,174.0,0.0
2022,Texas,Male,35-44 years,298.0,6252.0,341.0,13.0
2022,Texas,Male,45-54 years,685.0,9919.0,735.0,18.0
2022,Texas,Male,55-64 years,1566.0,20590.0,1867.0,51.0
2022,Texas,Male,65-74 years,2512.0,30095.0,3154.0,62.0
2022,Texas,Male,75-84 years,2861.0,31317.0,3339.0,79.0
2022,Texas,Male,85 years and over,2326.0,23967.0,2434.0,39.0
2022,Texas,Female,Under 1 year,0.0,1020.0,12.0,0.0
2022,Texas,Female,1-4 years,0.0,205.0,14.0,0.0
2022,Texas,Female,5-14 years,14.0,289.0,10.0,0.0
2022,Texas,Female,15-24 years,31.0,997.0,32.0,0.0
2022,Texas,Female,25-34 years,91.0,1811.0,86.0,14.0
2022,Texas,Female,35-44 years,200.0,3317.0,218.0,17.0
2022,Texas,Female,45-54 years,462.0,5906.0,535.0,12.0
2022,Texas,Female,55-64 years,1065.0,13152.0,1288.0,36.0
2022,Texas,Female,65-74 years,1777.0,22178.0,2221.0,80.0
2022,Texas,Female,75-84 years,2115.0,28798.0,2545.0,62.0
2022,Texas,Female,85 years and over,2380.0,36347.0,2470.0,77.0
2023,Texas,Male,Under 1 year,0.0,846.0,0.0,0.0
2023,Texas,Male,1-4 years,0.0,182.0,15.0,0.0
2023,Texas,Male,5-14 years,0.0,229.0,0.0,0.0
2023,Texas,Male,15-24 years,0.0,1810.0,30.0,0.0
2023,Texas,Male,25-34 years,14.0,2895.0,63.0,0.0
2023,Texas,Male,35-44 years,29.0,4039.0,144.0,0.0
2023,Texas,Male,45-54 years,63.0,6194.0,289.0,0.0
2023,Texas,Male,55-64 years,199.0,12989.0,756.0,14.0
2023,Texas,Male,65-74 years,389.0,19505.0,1326.0,27.0
2023,Texas,Male,75-84 years,634.0,20790.0,1646.0,34.0
2023,Texas,Male,85 years and over,561.0,15916.0,1181.0,17.0
2023,Texas,Female,Under 1 year,0.0,695.0,0.0,0.0
2023,Texas,Female,1-4 years,0.0,113.0,0.0,0.0
2023,Texas,Female,5-14 years,0.0,177.0,10.0,0.0
2023,Texas,Female,15-24 years,0.0,644.0,16.0,0.0
2023,Texas,Female,25-34 years,0.0,1093.0,38.0,0.0
2023,Texas,Female,35-44 years,33.0,2125.0,96.0,0.0
2023,Texas,Female,45-54 years,43.0,3796.0,228.0,0.0
2023,Texas,Female,55-64 years,149.0,8250.0,546.0,13.0
2023,Texas,Female,65-74 years,287.0,14673.0,1019.0,32.0
2023,Texas,Female,75-84 years,423.0,19727.0,1275.0,36.0
2023,Texas,Female,85 years and over,626.0,24278.0,1320.0,29.0
2020,Utah,Male,Under 1 year,0.0,146.0,0.0,0.0
2020,Utah,Male,1-4 years,0.0,20.0,0.0,0.0
2020,Utah,Male,5-14 years,0.0,40.0,0.0,0.0
2020,Utah,Male,15-24 years,0.0,242.0,0.0,0.0
2020,Utah,Male,25-34 years,13.0,402.0,10.0,0.0
2020,Utah,Male,35-44 years,29.0,549.0,28.0,0.0
2020,Utah,Male,45-54 years,65.0,762.0,54.0,0.0
2020,Utah,Male,55-64 years,125.0,1510.0,134.0,0.0
2020,Utah,Male,65-74 years,237.0,2364.0,244.0,0.0
2020,Utah,Male,75-84 years,284.0,2840.0,276.0,0.0
2020,Utah,Male,85 years and over,232.0,2842.0,210.0,0.0
2020,Utah,Female,Under 1 year,0.0,123.0,0.0,0.0
2020,Utah,Female,1-4 years,0.0,13.0,0.0,0.0
2020,Utah,Female,5-14 years,0.0,33.0,0.0,0.0
2020,Utah,Female,15-24 years,0.0,98.0,0.0,0.0
2020,Utah,Female,25-34 years,0.0,215.0,11.0,0.0
2020,Utah,Female,35-44 years,19.0,334.0,23.0,0.0
2020,Utah,Female,45-54 years,33.0,466.0,36.0,0.0
2020,Utah,Female,55-64 years,61.0,1020.0,91.0,0.0
2020,Utah,Female,65-74 years,136.0,1717.0,151.0,0.0
2020,Utah,Female,75-84 years,172.0,2668.0,190.0,0.0
2020,Utah,Female,85 years and over,237.0,3808.0,202.0,0.0
2021,Utah,Male,Under 1 year,0.0,129.0,0.0,0.0
2021,Utah,Male,1-4 years,0.0,31.0,0.0,0.0
2021,Utah,Male,5-14 years,0.0,49.0,0.0,0.0
2021,Utah,Male,15-24 years,11.0,293.0,0.0,0.0
2021,Utah,Male,25-34 years,50.0,437.0,37.0,0.0
2021,Utah,Male,35-44 years,91.0,666.0,66.0,0.0
2021,Utah,Male,45-54 years,186.0,917.0,137.0,0.0
2021,Utah,Male,55-64 years,288.0,1724.0,234.0,0.0
2021,Utah,Male,65-74 years,420.0,2569.0,354.0,0.0
2021,Utah,Male,75-84 years,337.0,2927.0,306.0,0.0
2021,Utah,Male,85 years and over,273.0,2843.0,250.0,0.0
2021,Utah,Female,Under 1 year,0.0,113.0,0.0,0.0
2021,Utah,Female,1-4 years,0.0,15.0,0.0,0.0
2021,Utah,Female,5-14 years,0.0,29.0,0.0,0.0
2021,Utah,Female,15-24 years,12.0,94.0,0.0,0.0
2021,Utah,Female,25-34 years,23.0,194.0,14.0,0.0
2021,Utah,Female,35-44 years,57.0,396.0,36.0,0.0
2021,Utah,Female,45-54 years,81.0,599.0,59.0,0.0
2021,Utah,Female,55-64 years,181.0,1172.0,138.0,0.0
2021,Utah,Female,65-74 years,208.0,1916.0,191.0,0.0
2021,Utah,Female,75-84 years,244.0,2765.0,247.0,0.0
2021,Utah,Female,85 years and over,207.0,3639.0,194.0,0.0
2022,Utah,Male,Under 1 year,0.0,139.0,0.0,0.0
2022,Utah,Male,1-4 years,0.0,23.0,0.0,0.0
2022,Utah,Male,5-14 years,0.0,52.0,0.0,0.0
2022,Utah,Male,15-24 years,0.0,270.0,0.0,0.0
2022,Utah,Male,25-34 years,13.0,380.0,14.0,0.0
2022,Utah,Male,35-44 years,39.0,620.0,34.0,0.0
2022,Utah,Male,45-54 years,50.0,792.0,45.0,0.0
2022,Utah,Male,55-64 years,97.0,1416.0,112.0,0.0
2022,Utah,Male,65-74 years,175.0,2439.0,191.0,0.0
2022,Utah,Male,75-84 years,208.0,2965.0,241.0,0.0
2022,Utah,Male,85 years and over,195.0,2839.0,214.0,0.0
2022,Utah,Female,Under 1 year,0.0,103.0,0.0,0.0
2022,Utah,Female,1-4 years,0.0,22.0,0.0,0.0
2022,Utah,Female,5-14 years,0.0,41.0,0.0,0.0
2022,Utah,Female,15-24 years,0.0,93.0,0.0,0.0
2022,Utah,Female,25-34 years,0.0,183.0,0.0,0.0
2022,Utah,Female,35-44 years,19.0,334.0,18.0,0.0
2022,Utah,Female,45-54 years,23.0,499.0,33.0,0.0
2022,Utah,Female,55-64 years,63.0,956.0,73.0,0.0
2022,Utah,Female,65-74 years,109.0,1814.0,140.0,0.0
2022,Utah,Female,75-84 years,178.0,3021.0,189.0,14.0
2022,Utah,Female,85 years and over,146.0,3766.0,165.0,16.0
2023,Utah,Male,Under 1 year,0.0,98.0,0.0,0.0
2023,Utah,Male,1-4 years,0.0,25.0,0.0,0.0
2023,Utah,Male,5-14 years,0.0,27.0,0.0,0.0
2023,Utah,Male,15-24 years,0.0,171.0,0.0,0.0
2023,Utah,Male,25-34 years,0.0,274.0,11.0,0.0
2023,Utah,Male,35-44 years,0.0,434.0,17.0,0.0
2023,Utah,Male,45-54 years,0.0,571.0,19.0,0.0
2023,Utah,Male,55-64 years,11.0,1001.0,45.0,0.0
2023,Utah,Male,65-74 years,19.0,1611.0,92.0,0.0
2023,Utah,Male,75-84 years,36.0,2152.0,120.0,0.0
2023,Utah,Male,85 years and over,34.0,1875.0,82.0,0.0
2023,Utah,Female,Under 1 year,0.0,77.0,0.0,0.0
2023,Utah,Female,1-4 years,0.0,16.0,0.0,0.0
2023,Utah,Female,5-14 years,0.0,26.0,0.0,0.0
2023,Utah,Female,15-24 years,0.0,77.0,0.0,0.0
2023,Utah,Female,25-34 years,0.0,92.0,0.0,0.0
2023,Utah,Female,35-44 years,0.0,227.0,0.0,0.0
2023,Utah,Female,45-54 years,0.0,326.0,24.0,0.0
2023,Utah,Female,55-64 years,0.0,638.0,40.0,0.0
2023,Utah,Female,65-74 years,17.0,1222.0,78.0,0.0
2023,Utah,Female,75-84 years,26.0,1857.0,95.0,0.0
2023,Utah,Female,85 years and over,37.0,2479.0,107.0,0.0
2020,Vermont,Male,Under 1 year,0.0,0.0,0.0,0.0
2020,Vermont,Male,1-4 years,0.0,0.0,0.0,0.0
2020,Vermont,Male,5-14 years,0.0,0.0,0.0,0.0
2020,Vermont,Male,15-24 years,0.0,31.0,0.0,0.0
2020,Vermont,Male,25-34 years,0.0,79.0,0.0,0.0
2020,Vermont,Male,35-44 years,0.0,104.0,0.0,0.0
2020,Vermont,Male,45-54 years,0.0,187.0,0.0,0.0
2020,Vermont,Male,55-64 years,0.0,459.0,12.0,0.0
2020,Vermont,Male,65-74 years,15.0,691.0,33.0,0.0
2020,Vermont,Male,75-84 years,26.0,807.0,52.0,0.0
2020,Vermont,Male,85 years and over,22.0,841.0,59.0,0.0
2020,Vermont,Female,Under 1 year,0.0,0.0,0.0,0.0
2020,Vermont,Female,1-4 years,0.0,0.0,0.0,0.0
2020,Vermont,Female,5-14 years,0.0,0.0,0.0,0.0
2020,Vermont,Female,15-24 years,0.0,13.0,0.0,0.0
2020,Vermont,Female,25-34 years,0.0,31.0,0.0,0.0
2020,Vermont,Female,35-44 years,0.0,67.0,0.0,0.0
2020,Vermont,Female,45-54 years,0.0,101.0,0.0,0.0
2020,Vermont,Female,55-64 years,0.0,258.0,0.0,0.0
2020,Vermont,Female,65-74 years,0.0,465.0,19.0,0.0
2020,Vermont,Female,75-84 years,21.0,713.0,36.0,0.0
2020,Vermont,Female,85 years and over,42.0,1308.0,71.0,0.0
2021,Vermont,Male,Under 1 year,0.0,0.0,0.0,0.0
2021,Vermont,Male,1-4 years,0.0,0.0,0.0,0.0
2021,Vermont,Male,5-14 years,0.0,0.0,0.0,0.0
2021,Vermont,Male,15-24 years,0.0,46.0,0.0,0.0
2021,Vermont,Male,25-34 years,0.0,97.0,0.0,0.0
2021,Vermont,Male,35-44 years,0.0,143.0,0.0,0.0
2021,Vermont,Male,45-54 years,15.0,221.0,11.0,0.0
2021,Vermont,Male,55-64 years,18.0,505.0,30.0,0.0
2021,Vermont,Male,65-74 years,33.0,738.0,48.0,0.0
2021,Vermont,Male,75-84 years,43.0,861.0,71.0,0.0
2021,Vermont,Male,85 years and over,50.0,900.0,57.0,0.0
2021,Vermont,Female,Under 1 year,0.0,0.0,0.0,0.0
2021,Vermont,Female,1-4 years,0.0,0.0,0.0,0.0
2021,Vermont,Female,5-14 years,0.0,0.0,0.0,0.0
2021,Vermont,Female,15-24 years,0.0,20.0,0.0,0.0
2021,Vermont,Female,25-34 years,0.0,29.0,0.0,0.0
2021,Vermont,Female,35-44 years,0.0,57.0,0.0,0.0
2021,Vermont,Female,45-54 years,0.0,115.0,0.0,0.0
2021,Vermont,Female,55-64 years,19.0,265.0,22.0,0.0
2021,Vermont,Female,65-74 years,24.0,539.0,31.0,0.0
2021,Vermont,Female,75-84 years,35.0,786.0,35.0,0.0
2021,Vermont,Female,85 years and over,60.0,1305.0,70.0,0.0
2022,Vermont,Male,Under 1 year,0.0,0.0,0.0,0.0
2022,Vermont,Male,1-4 years,0.0,0.0,0.0,0.0
2022,Vermont,Male,5-14 years,0.0,0.0,0.0,0.0
2022,Vermont,Male,15-24 years,0.0,38.0,0.0,0.0
2022,Vermont,Male,25-34 years,0.0,85.0,0.0,0.0
2022,Vermont,Male,35-44 years,0.0,113.0,0.0,0.0
2022,Vermont,Male,45-54 years,0.0,185.0,0.0,0.0
2022,Vermont,Male,55-64 years,20.0,492.0,25.0,0.0
2022,Vermont,Male,65-74 years,31.0,799.0,62.0,0.0
2022,Vermont,Male,75-84 years,68.0,943.0,64.0,0.0
2022,Vermont,Male,85 years and over,89.0,864.0,70.0,0.0
2022,Vermont,Female,Under 1 year,0.0,15.0,0.0,0.0
2022,Vermont,Female,1-4 years,0.0,0.0,0.0,0.0
2022,Vermont,Female,5-14 years,0.0,0.0,0.0,0.0
2022,Vermont,Female,15-24 years,0.0,17.0,0.0,0.0
2022,Vermont,Female,25-34 years,0.0,35.0,0.0,0.0
2022,Vermont,Female,35-44 years,0.0,68.0,0.0,0.0
2022,Vermont,Female,45-54 years,0.0,131.0,0.0,0.0
2022,Vermont,Female,55-64 years,0.0,300.0,11.0,0.0
2022,Vermont,Female,65-74 years,16.0,503.0,25.0,0.0
2022,Vermont,Female,75-84 years,56.0,761.0,56.0,0.0
2022,Vermont,Female,85 years and over,82.0,1314.0,78.0,0.0
2023,Vermont,Male,Under 1 year,0.0,0.0,0.0,0.0
2023,Vermont,Male,1-4 years,0.0,0.0,0.0,0.0
2023,Vermont,Male,5-14 years,0.0,0.0,0.0,0.0
2023,Vermont,Male,15-24 years,0.0,29.0,0.0,0.0
2023,Vermont,Male,25-34 years,0.0,40.0,0.0,0.0
2023,Vermont,Male,35-44 years,0.0,67.0,0.0,0.0
2023,Vermont,Male,45-54 years,0.0,130.0,0.0,0.0
2023,Vermont,Male,55-64 years,0.0,270.0,13.0,0.0
2023,Vermont,Male,65-74 years,10.0,457.0,17.0,0.0
2023,Vermont,Male,75-84 years,18.0,569.0,59.0,0.0
2023,Vermont,Male,85 years and over,25.0,594.0,43.0,0.0
2023,Vermont,Female,Under 1 year,0.0,0.0,0.0,0.0
2023,Vermont,Female,1-4 years,0.0,0.0,0.0,0.0
2023,Vermont,Female,5-14 years,0.0,0.0,0.0,0.0
2023,Vermont,Female,15-24 years,0.0,0.0,0.0,0.0
2023,Vermont,Female,25-34 years,0.0,15.0,0.0,0.0
2021,Washington,Male,45-54 years,352.0,2469.0,345.0,0.0
2023,Vermont,Female,35-44 years,0.0,45.0,0.0,0.0
2023,Vermont,Female,45-54 years,0.0,47.0,0.0,0.0
2023,Vermont,Female,55-64 years,0.0,183.0,13.0,0.0
2023,Vermont,Female,65-74 years,0.0,358.0,29.0,0.0
2023,Vermont,Female,75-84 years,21.0,569.0,33.0,0.0
2023,Vermont,Female,85 years and over,32.0,910.0,43.0,0.0
2020,Virginia,Male,Under 1 year,0.0,277.0,0.0,0.0
2020,Virginia,Male,1-4 years,0.0,45.0,0.0,0.0
2020,Virginia,Male,5-14 years,0.0,79.0,0.0,0.0
2020,Virginia,Male,15-24 years,0.0,644.0,0.0,0.0
2020,Virginia,Male,25-34 years,16.0,1171.0,24.0,0.0
2020,Virginia,Male,35-44 years,46.0,1567.0,45.0,0.0
2020,Virginia,Male,45-54 years,157.0,2696.0,142.0,0.0
2020,Virginia,Male,55-64 years,423.0,6323.0,421.0,15.0
2020,Virginia,Male,65-74 years,748.0,9015.0,731.0,22.0
2020,Virginia,Male,75-84 years,924.0,10131.0,883.0,16.0
2020,Virginia,Male,85 years and over,853.0,8959.0,714.0,16.0
2020,Virginia,Female,Under 1 year,0.0,249.0,0.0,0.0
2020,Virginia,Female,1-4 years,0.0,39.0,0.0,0.0
2020,Virginia,Female,5-14 years,0.0,52.0,0.0,0.0
2020,Virginia,Female,15-24 years,0.0,215.0,0.0,0.0
2020,Virginia,Female,25-34 years,0.0,499.0,16.0,0.0
2020,Virginia,Female,35-44 years,33.0,863.0,41.0,0.0
2020,Virginia,Female,45-54 years,86.0,1757.0,91.0,0.0
2020,Virginia,Female,55-64 years,220.0,4087.0,287.0,17.0
2020,Virginia,Female,65-74 years,516.0,6745.0,516.0,0.0
2020,Virginia,Female,75-84 years,796.0,9707.0,667.0,15.0
2020,Virginia,Female,85 years and over,1320.0,14383.0,883.0,20.0
2021,Virginia,Male,Under 1 year,0.0,289.0,0.0,0.0
2021,Virginia,Male,1-4 years,0.0,56.0,0.0,0.0
2021,Virginia,Male,5-14 years,0.0,78.0,0.0,0.0
2021,Virginia,Male,15-24 years,20.0,696.0,12.0,0.0
2021,Virginia,Male,25-34 years,66.0,1292.0,45.0,0.0
2021,Virginia,Male,35-44 years,151.0,1761.0,105.0,0.0
2021,Virginia,Male,45-54 years,401.0,3039.0,278.0,0.0
2021,Virginia,Male,55-64 years,914.0,7081.0,674.0,0.0
2021,Virginia,Male,65-74 years,1277.0,9953.0,1049.0,0.0
2021,Virginia,Male,75-84 years,1331.0,10879.0,1133.0,0.0
2021,Virginia,Male,85 years and over,969.0,9083.0,833.0,0.0
2021,Virginia,Female,Under 1 year,0.0,254.0,0.0,0.0
2021,Virginia,Female,1-4 years,0.0,34.0,0.0,0.0
2021,Virginia,Female,5-14 years,0.0,56.0,0.0,0.0
2021,Virginia,Female,15-24 years,12.0,246.0,10.0,0.0
2021,Virginia,Female,25-34 years,53.0,628.0,34.0,0.0
2021,Virginia,Female,35-44 years,124.0,986.0,88.0,0.0
2021,Virginia,Female,45-54 years,254.0,1890.0,205.0,0.0
2021,Virginia,Female,55-64 years,618.0,4527.0,513.0,0.0
2021,Virginia,Female,65-74 years,1035.0,7720.0,842.0,0.0
2021,Virginia,Female,75-84 years,1068.0,10183.0,851.0,0.0
2021,Virginia,Female,85 years and over,1360.0,14317.0,926.0,0.0
2022,Virginia,Male,Under 1 year,0.0,294.0,0.0,0.0
2022,Virginia,Male,1-4 years,0.0,49.0,0.0,0.0
2022,Virginia,Male,5-14 years,0.0,79.0,0.0,0.0
2022,Virginia,Male,15-24 years,0.0,666.0,0.0,0.0
2022,Virginia,Male,25-34 years,37.0,1259.0,33.0,0.0
2022,Virginia,Male,35-44 years,64.0,1713.0,55.0,0.0
2022,Virginia,Male,45-54 years,166.0,2755.0,129.0,0.0
2022,Virginia,Male,55-64 years,433.0,6247.0,390.0,14.0
2022,Virginia,Male,65-74 years,724.0,9540.0,728.0,12.0
2022,Virginia,Male,75-84 years,958.0,10967.0,908.0,24.0
2022,Virginia,Male,85 years and over,838.0,9028.0,713.0,17.0
2022,Virginia,Female,Under 1 year,0.0,257.0,0.0,0.0
2022,Virginia,Female,1-4 years,0.0,38.0,0.0,0.0
2022,Virginia,Female,5-14 years,0.0,64.0,0.0,0.0
2022,Virginia,Female,15-24 years,0.0,242.0,0.0,0.0
2022,Virginia,Female,25-34 years,25.0,541.0,18.0,0.0
2022,Virginia,Female,35-44 years,46.0,926.0,38.0,0.0
2022,Virginia,Female,45-54 years,134.0,1699.0,108.0,0.0
2022,Virginia,Female,55-64 years,325.0,4114.0,282.0,17.0
2022,Virginia,Female,65-74 years,562.0,7249.0,600.0,25.0
2022,Virginia,Female,75-84 years,726.0,10377.0,660.0,27.0
2022,Virginia,Female,85 years and over,931.0,14164.0,696.0,27.0
2023,Virginia,Male,Under 1 year,0.0,183.0,0.0,0.0
2023,Virginia,Male,1-4 years,0.0,38.0,0.0,0.0
2023,Virginia,Male,5-14 years,0.0,58.0,0.0,0.0
2023,Virginia,Male,15-24 years,0.0,498.0,10.0,0.0
2023,Virginia,Male,25-34 years,0.0,789.0,10.0,0.0
2023,Virginia,Male,35-44 years,0.0,1133.0,25.0,0.0
2023,Virginia,Male,45-54 years,20.0,1731.0,47.0,0.0
2023,Virginia,Male,55-64 years,52.0,3960.0,151.0,0.0
2023,Virginia,Male,65-74 years,128.0,6073.0,286.0,0.0
2023,Virginia,Male,75-84 years,213.0,7320.0,423.0,0.0
2023,Virginia,Male,85 years and over,213.0,6025.0,358.0,0.0
2023,Virginia,Female,Under 1 year,0.0,143.0,0.0,0.0
